Distance [m];volta 1 [km/h];volta2 [km/h];volta3 [km/h];volta4 [km/h];volta5 [km/h];volta6 [km/h];volta7 [km/h]
2975.65;153.096;134.450;111.799;128.112;140.365;117.980;145.827
2979.59;151.676;123.100;107.737;125.695;133.301;116.160;146.867
2983.43;149.684;118.675;107.509;122.496;119.859;115.660;147.773
2987.17;147.860;125.800;115.432;121.287;113.171;117.400;148.091
2990.83;146.016;121.925;113.592;121.112;106.700;112.960;150.137
2994.42;144.628;121.525;118.576;118.824;92.157;108.840;146.805
2997.92;142.488;119.700;115.299;115.710;105.022;107.520;145.924
3001.37;140.584;118.150;110.508;112.581;116.675;105.510;144.445
3004.77;139.160;117.075;98.106;111.001;107.626;105.134;144.497
3008.11;136.588;114.475;98.554;111.572;113.811;106.163;143.627
3011.40;133.228;108.075;103.638;111.198;110.190;107.356;141.757
3014.64;130.512;107.325;96.388;109.798;99.740;107.054;139.275
3017.85;128.560;108.525;96.014;106.721;102.488;107.663;138.909
3021.01;126.352;107.750;92.788;102.195;107.545;111.413;135.990
3024.14;123.172;107.696;87.582;101.189;106.317;113.037;134.542
3027.24;120.052;106.098;82.366;103.145;106.604;111.532;133.627
3030.31;116.664;104.464;78.802;103.807;107.532;110.956;130.981
3033.34;113.508;105.062;81.054;103.356;106.894;110.732;130.027
3036.35;90.839;104.882;91.282;102.541;105.213;110.078;112.615
3039.32;89.842;104.552;91.348;101.929;104.283;110.161;111.048
3042.27;90.871;112.048;97.076;103.863;104.047;110.334;110.321
3045.19;91.412;115.810;101.130;106.673;103.317;110.966;108.360
3048.09;91.547;115.238;96.984;107.343;103.995;111.742;105.390
3050.97;90.917;110.682;98.354;107.959;106.815;112.262;104.815
3053.83;89.817;108.904;99.188;107.453;106.536;112.504;105.091
3056.68;89.035;109.392;99.090;105.886;107.149;113.266;103.742
3059.53;88.429;109.304;100.518;106.301;107.206;113.282;102.827
3062.37;87.570;110.458;100.878;107.603;108.618;112.904;102.703
3065.20;86.729;111.640;102.172;108.714;109.042;113.172;101.827
3068.05;88.414;112.788;103.366;109.761;110.798;112.876;101.024
3070.93;89.768;113.618;104.598;111.730;111.862;113.304;99.836
3073.84;90.372;114.910;107.664;112.902;112.744;113.952;99.121
3076.82;89.580;116.040;107.154;113.788;113.778;114.960;98.712
3079.83;89.658;114.820;108.012;114.780;115.608;115.288;97.051
3082.87;90.414;114.592;108.218;115.856;115.938;115.890;96.709
3085.93;90.162;114.810;108.542;116.284;115.416;118.996;96.118
3089.01;89.814;114.960;109.170;116.856;116.436;118.056;94.839
3092.10;89.616;114.416;108.766;116.976;116.654;117.707;93.830
3095.19;90.178;116.755;109.794;116.716;117.494;118.548;92.830
3098.28;91.094;118.138;109.832;117.728;119.984;118.763;91.539
3101.36;90.898;116.037;111.774;118.788;118.730;118.367;90.724
3104.44;91.272;120.383;110.016;118.556;117.698;119.169;89.342
3107.51;92.586;121.059;113.490;118.360;118.654;122.314;88.815
3110.57;93.540;120.965;114.936;117.412;118.864;123.441;88.412
3113.63;93.892;123.655;115.638;119.140;119.222;123.185;87.139
3116.69;94.664;125.476;117.734;120.052;122.176;125.794;86.130
3119.76;95.562;122.807;116.664;121.424;124.278;128.405;85.712
3122.84;96.305;124.693;116.376;122.248;121.954;125.830;85.555
3125.93;97.680;127.771;120.646;122.768;122.830;126.976;85.405
3129.05;99.280;126.018;119.872;125.716;125.736;129.926;84.915
3132.21;100.660;125.027;121.204;127.856;125.468;129.393;84.318
3135.39;102.245;129.599;124.526;127.228;124.436;129.348;83.815
3138.61;102.935;128.088;126.428;129.228;128.556;130.896;83.315
3141.86;103.955;126.827;125.456;132.656;127.630;131.168;82.815
3145.15;105.450;130.304;128.044;131.632;127.354;132.272;82.509
3148.46;106.285;130.160;129.976;132.556;131.610;135.564;82.694
3151.80;105.005;130.608;125.080;134.508;131.110;135.320;82.926
3155.17;100.455;132.656;128.014;132.488;131.006;135.324;83.160
3158.57;107.315;133.372;129.824;132.036;132.760;136.692;83.393
3162.01;114.304;133.328;130.254;134.024;134.220;138.424;89.479
3165.47;114.104;136.396;131.262;135.024;133.796;140.260;89.694
3168.98;116.572;136.664;133.782;136.824;135.726;142.248;91.058
3172.51;117.584;137.020;133.560;138.696;136.156;142.196;92.846
3176.09;117.548;138.668;134.590;137.756;135.824;143.728;93.385
3179.71;119.076;140.136;136.054;138.316;137.680;145.668;94.661
3183.36;120.112;140.932;136.960;139.716;139.528;146.710;95.961
3187.05;121.320;142.972;138.098;141.072;140.899;147.870;96.194
3190.78;123.152;143.196;141.122;143.340;142.904;149.650;96.976
3194.55;123.788;144.224;140.044;144.596;144.333;150.090;98.261
3198.35;124.932;145.708;142.336;144.888;145.337;150.505;99.852
3202.20;126.796;147.756;143.062;147.104;147.219;152.700;100.143
3206.07;127.948;148.760;145.564;149.452;147.338;153.895;100.393
3209.98;128.972;150.556;145.228;150.288;148.393;154.050;103.795
3213.93;130.172;151.056;148.788;150.892;151.877;155.295;102.154
3217.91;131.498;152.440;148.606;152.068;150.652;157.065;104.331
3221.97;133.468;155.272;148.796;151.445;151.680;158.055;106.243
3226.01;134.728;155.419;150.384;153.995;153.395;157.985;104.942
3230.09;137.180;156.875;151.730;155.790;154.028;159.435;107.228
3234.20;138.330;156.890;152.320;156.755;155.323;161.045;107.203
3238.35;138.356;156.884;154.242;157.710;156.643;162.130;110.207
3242.52;139.498;158.278;155.014;157.960;156.818;163.470;110.106
3246.72;140.214;159.865;156.824;159.120;158.676;163.936;110.197
3250.96;140.813;161.649;157.278;160.270;159.076;164.506;112.819
3255.22;142.283;161.490;158.536;161.860;159.609;165.950;112.512
3259.51;144.240;161.555;159.136;93.785;160.728;167.464;117.059
3263.83;145.442;162.694;159.796;78.225;162.004;167.166;115.745
3268.17;146.498;163.881;161.348;163.830;163.243;167.406;116.185
3272.54;147.271;161.715;162.196;164.645;163.266;168.340;117.558
3276.94;148.255;160.061;163.682;163.035;164.571;169.238;118.958
3281.36;149.641;160.652;163.658;161.675;165.718;170.040;119.194
3285.81;150.599;158.515;167.682;163.175;166.303;171.278;122.013
3290.28;151.185;167.440;167.310;165.080;161.143;172.434;120.742
3294.76;152.328;166.033;165.726;165.635;161.223;170.664;124.677
3299.25;153.638;166.214;163.030;165.780;163.626;166.760;124.412
3303.76;154.448;166.845;163.920;167.505;167.715;165.374;124.497
3308.27;155.918;167.623;170.368;167.820;166.747;161.557;127.895
3312.79;156.452;167.510;168.186;168.500;168.199;153.764;127.418
3317.34;153.184;164.080;166.556;170.320;169.957;144.201;130.698
3321.90;150.884;163.190;168.952;170.930;170.238;137.366;131.188
3326.49;146.914;162.070;167.954;171.455;171.863;135.784;131.103
3331.11;114.428;158.700;163.992;169.440;175.725;132.646;118.269
3335.76;111.313;155.260;162.054;165.205;165.106;133.697;116.454
3340.42;113.075;151.430;157.852;161.135;162.120;131.166;114.460
3345.10;112.625;148.100;151.944;156.540;157.760;124.732;112.460
3349.75;110.774;148.180;145.172;148.540;153.160;126.122;111.042
3354.38;107.781;138.170;150.454;137.950;147.500;127.245;108.769
3358.96;105.746;132.335;141.690;137.515;144.120;123.184;107.148
3363.49;104.497;130.385;138.442;140.980;140.660;111.054;104.966
3367.97;105.334;123.150;138.614;141.420;136.680;96.635;103.930
3372.39;105.102;125.900;131.246;135.805;137.700;105.528;102.736
3376.73;104.495;126.340;134.590;130.145;131.720;110.388;101.342
3380.98;103.992;121.860;125.166;126.515;127.060;107.636;100.427
3385.13;103.146;107.700;103.510;122.990;120.380;103.044;99.236
3389.17;102.546;103.980;116.014;120.675;118.280;101.056;97.454
3393.10;101.179;108.480;113.028;120.040;117.860;101.664;96.430
3396.91;100.459;109.680;111.864;118.205;116.040;101.448;95.236
3400.60;100.323;108.450;111.168;115.375;113.560;100.348;94.036
3404.16;99.846;107.241;108.824;113.145;111.140;99.376;93.612
3407.64;100.839;106.072;104.434;109.708;110.000;98.580;93.212
3410.98;102.540;105.079;103.256;106.072;103.560;97.580;92.424
3414.24;102.440;104.317;100.562;104.272;104.320;96.548;91.527
3417.42;102.660;102.651;93.790;102.242;101.420;95.448;90.918
3420.53;102.440;101.862;95.158;100.954;100.480;94.316;91.094
3423.56;102.420;101.179;94.332;99.060;99.260;92.956;90.324
3426.52;102.940;99.865;91.556;97.268;97.700;91.459;93.792
3429.41;103.760;98.779;89.156;97.286;96.700;90.297;93.221
3432.24;104.620;96.292;86.810;96.570;95.840;89.183;94.752
3435.01;105.560;95.645;85.286;95.518;95.420;88.483;95.091
3437.75;106.600;95.386;83.464;93.910;94.600;88.062;94.906
3440.44;107.480;94.165;82.822;92.916;93.880;88.231;96.064
3443.09;108.220;93.286;81.468;91.826;92.840;88.331;94.936
3445.72;108.020;94.066;79.310;90.616;93.780;88.307;97.131
3448.31;108.720;94.845;77.774;89.986;93.500;87.759;99.140
3450.88;109.640;94.310;75.788;88.948;92.620;85.946;97.939
3453.41;110.820;94.069;75.588;88.254;92.340;83.228;99.258
3455.91;110.900;94.652;75.442;88.384;92.360;82.679;100.755
3458.39;114.640;94.210;76.112;89.382;91.640;83.269;100.897
3460.84;114.716;93.696;76.540;90.484;90.800;83.231;100.997
3463.27;112.817;94.552;80.264;90.884;90.200;83.630;101.679
3465.68;113.249;94.388;79.790;90.870;91.140;84.190;101.991
3468.09;114.149;93.352;81.236;90.324;91.648;83.670;103.261
3470.50;124.512;93.544;81.764;90.092;91.398;83.780;106.809
3472.90;123.224;93.120;81.230;89.832;91.190;83.900;106.509
3475.31;124.430;92.392;81.724;89.492;91.140;83.320;105.724
3477.73;125.661;92.336;82.070;90.290;91.016;83.510;105.409
3480.15;126.493;92.060;81.636;91.744;90.301;83.240;104.042
3482.58;127.434;91.696;82.248;93.098;88.779;83.310;103.224
3485.02;128.382;91.532;83.060;93.202;88.595;84.100;101.745
3487.46;129.854;91.364;84.066;92.362;88.116;85.010;100.827
3489.89;131.492;91.436;85.058;92.798;87.653;85.740;99.636
3492.33;132.596;91.024;84.412;93.316;87.079;86.540;97.854
3494.76;133.334;90.528;84.666;92.778;87.021;87.670;96.345
3497.19;134.282;91.148;85.718;93.136;87.289;89.540;94.166
3499.62;136.064;91.568;86.066;94.230;88.063;90.365;92.936
3502.06;137.706;91.668;87.172;94.960;88.363;89.445;90.087
3504.50;139.068;92.380;88.318;96.006;88.768;90.409;88.254
3506.95;140.406;93.176;88.618;96.646;89.652;91.813;86.066
3509.44;141.086;93.944;88.966;97.620;90.957;92.093;84.254
3511.98;142.192;94.066;89.928;98.470;92.279;94.170;82.842
3514.54;143.234;93.933;88.944;98.338;92.389;96.822;79.793
3517.13;144.368;94.302;91.230;98.406;93.520;98.158;77.275
3519.70;145.644;94.366;91.718;98.159;95.205;98.793;76.909
3522.28;146.472;95.774;92.138;99.222;96.188;100.493;74.378
3524.87;147.196;97.572;94.372;100.365;98.358;101.410;72.554
3527.48;148.823;98.971;95.494;101.322;98.788;101.135;70.754
3530.10;151.301;101.276;95.532;103.029;100.958;103.476;68.178
3532.74;152.048;101.932;97.660;104.575;101.346;107.035;66.257
3535.40;153.412;102.068;98.618;106.605;103.694;108.156;64.551
3538.08;154.741;103.004;99.020;107.353;104.968;109.084;62.657
3540.78;155.567;104.673;100.972;108.381;105.852;111.128;60.757
3543.51;156.404;107.444;102.124;110.446;107.115;111.228;59.245
3546.28;156.952;109.237;102.542;111.964;108.531;111.804;57.648
3549.07;158.108;110.270;103.332;112.271;109.316;113.352;56.727
3551.89;158.826;114.151;105.550;112.417;109.672;114.448;55.439
3554.76;159.782;114.627;107.882;113.329;112.074;115.936;54.333
3557.68;160.552;114.067;107.804;114.734;111.999;117.388;52.942
3560.64;160.952;117.048;111.036;116.276;113.899;119.264;52.512
3563.64;161.793;116.557;111.624;114.867;115.463;120.312;51.918
3566.68;162.641;114.544;112.144;112.565;116.074;121.076;51.027
3569.73;163.908;113.538;114.466;114.979;116.608;122.776;50.612
3572.82;165.004;114.752;115.548;117.436;113.756;124.504;50.115
3575.92;164.040;117.216;116.402;117.505;114.678;124.484;49.518
3579.04;144.308;118.991;118.234;118.723;118.324;121.073;47.609
3582.17;141.892;120.341;121.564;120.798;118.426;125.050;47.503
3585.31;139.308;122.780;116.306;122.788;121.374;133.705;47.403
3588.47;138.364;119.774;116.544;123.470;122.744;129.012;47.449
3591.63;136.352;117.766;118.620;124.752;123.010;132.506;47.499
3594.79;133.728;118.328;115.962;126.211;123.642;131.224;47.597
3597.96;131.236;120.118;118.686;127.511;125.006;133.126;47.891
3601.16;127.612;123.144;121.594;127.213;126.976;135.225;48.482
3604.40;126.484;124.762;121.548;127.463;127.776;134.777;48.985
3607.68;125.140;125.957;122.114;128.859;128.510;137.987;49.582
3611.01;122.285;127.407;119.044;131.661;130.968;136.195;50.279
3614.40;120.290;127.372;116.894;132.838;136.562;136.315;50.882
3617.83;115.315;127.298;121.440;131.575;130.950;139.276;51.579
3621.29;111.665;127.598;120.668;134.686;133.582;138.643;52.570
3624.78;111.065;131.000;123.930;135.713;135.384;140.974;53.473
3628.31;110.125;131.446;133.404;135.446;133.530;144.564;54.082
3631.87;108.040;131.394;127.098;138.186;135.580;142.264;54.779
3635.47;105.380;133.325;126.040;139.119;138.304;143.924;55.673
3639.11;103.035;134.720;134.212;139.968;137.538;145.388;56.573
3642.78;101.000;135.520;129.706;142.018;139.954;141.926;56.988
3646.49;99.195;138.725;129.920;141.324;140.390;135.016;56.321
3650.28;97.040;139.195;131.890;142.292;140.550;135.342;56.348
3654.06;95.290;139.770;133.420;144.328;143.028;131.210;56.399
3657.89;93.630;141.050;135.354;145.044;144.812;125.568;56.303
3661.74;92.935;142.115;136.272;141.600;144.016;122.758;56.106
3665.64;92.380;143.410;137.514;138.132;141.068;121.552;56.003
3669.56;91.645;143.315;138.868;136.392;136.392;121.076;56.097
3673.49;90.608;137.930;132.076;129.200;133.694;118.182;56.003
3677.42;89.606;134.225;131.652;117.088;127.098;112.660;55.903
3681.33;88.640;129.605;130.678;102.016;123.284;103.300;55.803
3685.20;87.706;123.825;127.056;92.648;121.540;92.325;55.994
3688.99;86.740;118.130;124.560;94.232;122.484;86.250;55.806
3692.72;85.608;116.035;120.560;102.052;118.760;95.850;55.703
3696.35;85.464;115.935;115.940;111.136;111.804;101.300;55.603
3699.91;85.864;114.730;114.770;115.832;104.545;100.300;55.697
3703.41;86.330;112.995;113.855;115.916;98.230;100.025;55.894
3706.85;85.840;109.930;107.270;113.436;100.610;96.675;55.512
3710.24;85.236;107.064;106.690;107.120;105.609;93.950;55.549
3713.58;84.836;103.320;106.435;100.828;104.461;91.900;55.599
3716.87;84.964;91.908;105.035;97.696;104.586;91.300;55.503
3720.11;85.034;81.920;101.735;93.428;102.188;92.950;55.403
3723.30;84.436;75.880;98.565;89.620;97.443;92.700;55.103
3726.45;84.767;66.476;97.885;91.356;91.980;93.200;55.197
3729.54;85.001;61.532;97.545;92.504;90.050;92.675;55.297
3732.59;85.301;61.996;96.450;88.412;92.428;91.736;55.057
3735.57;85.869;70.628;95.450;90.108;85.913;90.852;54.807
3738.49;85.899;78.464;94.440;96.636;83.107;90.364;54.994
3741.37;86.470;76.076;93.230;97.004;91.960;89.132;54.806
3744.21;86.599;78.756;91.840;95.792;92.856;90.328;54.509
3747.03;86.835;88.064;90.625;95.808;90.884;95.296;54.112
3749.81;87.469;90.740;89.125;97.856;91.270;93.100;53.955
3752.57;87.834;89.880;87.710;101.500;90.385;91.584;53.805
3755.30;88.637;90.468;87.860;100.784;90.069;93.112;53.412
3758.02;89.748;91.092;87.090;98.744;91.266;94.172;53.255
3760.72;90.508;94.720;86.875;99.812;94.638;94.496;53.105
3763.41;92.332;96.316;86.475;100.224;95.054;95.112;52.712
3766.10;93.508;94.756;87.870;100.512;94.831;96.652;52.312
3768.79;94.856;95.216;87.420;102.220;95.106;98.496;52.106
3771.48;96.284;96.215;89.680;103.144;96.731;99.160;51.712
3774.17;97.108;97.030;89.327;103.972;96.661;100.415;51.021
3776.88;99.068;97.778;89.878;105.036;97.614;101.099;50.709
3779.60;100.444;98.630;90.475;106.072;99.207;102.468;50.215
3782.34;101.040;99.756;91.810;107.088;100.199;103.930;49.327
3785.10;102.696;101.586;90.135;107.640;101.361;105.206;48.912
3787.91;104.012;103.030;90.905;107.410;102.084;107.176;48.415
3790.72;104.980;103.778;92.910;107.782;102.976;108.629;47.624
3793.55;108.088;105.071;93.085;109.386;104.291;110.653;47.406
3796.42;108.992;106.078;92.855;111.472;105.876;111.937;46.818
3799.34;109.344;107.434;93.985;113.292;107.306;113.722;46.218
3802.29;110.484;109.171;95.645;114.582;109.414;114.984;45.715
3805.27;110.016;110.808;96.590;115.451;111.145;115.784;45.215
3808.27;110.428;112.282;98.415;115.841;112.507;116.929;44.521
3811.29;111.421;113.745;100.660;116.594;113.464;118.884;44.403
3814.34;113.425;115.938;101.940;117.292;114.660;119.698;44.012
3817.39;114.890;117.530;104.685;117.994;115.920;120.598;43.903
3820.45;117.063;119.286;106.400;116.389;116.780;121.894;43.706
3823.52;117.762;119.974;108.425;114.498;118.420;123.714;43.506
3826.59;118.666;119.207;110.880;114.698;118.728;123.074;43.403
3829.67;120.549;119.115;112.495;114.898;118.740;124.268;43.303
3832.75;120.372;118.742;114.330;115.784;119.860;124.042;43.203
3835.84;120.897;118.834;114.675;117.090;121.216;124.416;43.006
3838.93;119.782;119.472;110.410;117.992;122.044;123.206;42.903
3842.02;131.380;119.886;110.700;119.037;122.572;124.956;42.597
3845.12;132.220;121.488;112.780;119.455;123.520;125.284;42.406
3848.22;133.520;123.206;116.220;121.601;125.920;127.814;42.497
3851.35;134.420;127.420;116.750;123.904;125.748;130.788;42.403
3854.52;135.300;127.778;119.620;123.896;124.456;130.220;42.303
3857.72;136.930;127.406;120.070;124.982;126.380;128.838;42.397
3860.93;138.620;130.318;121.470;126.194;127.972;134.580;42.303
3864.16;139.870;130.126;122.740;126.010;128.296;132.874;42.251
3867.41;140.830;127.674;121.635;126.725;128.792;132.757;42.201
3870.69;137.110;128.412;122.400;128.122;129.808;134.289;42.103
3874.01;134.350;129.772;124.405;128.372;131.604;134.916;42.197
3877.35;132.850;131.984;126.460;129.382;133.272;134.852;41.909
3880.73;127.990;132.332;127.635;130.594;133.908;136.199;41.803
3884.14;124.420;131.924;128.365;132.076;135.248;137.826;41.509
3887.58;119.500;132.248;129.645;133.790;135.832;138.741;41.403
3891.06;116.965;134.198;130.520;135.525;137.320;141.051;41.109
3894.57;115.905;135.982;130.975;136.261;138.348;143.206;40.809
3898.11;113.115;137.315;132.415;136.582;140.232;142.289;40.897
3901.69;110.964;138.937;132.805;138.872;140.012;143.294;40.706
3905.29;109.648;138.746;134.755;139.222;142.512;144.652;40.555
3908.94;108.164;140.335;133.985;141.040;146.388;145.840;40.405
3912.63;106.706;141.151;135.575;144.541;145.300;147.340;40.885
3916.36;104.880;140.983;135.145;143.726;150.352;149.440;40.609
3920.12;102.525;143.662;136.055;143.968;147.652;149.560;40.552
3923.91;100.238;145.239;137.130;147.609;146.344;151.260;40.501
3927.76;96.050;145.810;137.815;148.550;149.252;152.120;40.306
3931.59;91.334;148.091;140.275;148.250;150.952;152.120;40.251
3935.44;92.343;148.934;145.455;148.750;150.872;154.780;40.201
3939.32;94.152;148.273;144.425;148.300;151.475;154.400;40.152
3943.22;92.370;149.891;141.335;149.050;152.425;156.620;40.102
3947.16;82.199;150.734;145.730;150.750;151.975;157.340;40.052
3951.12;82.944;151.598;144.470;151.850;152.725;157.060;40.001
3955.11;89.912;152.605;145.785;155.300;154.525;158.760;39.806
3959.16;90.509;153.593;145.615;157.800;155.775;160.200;39.897
3963.27;90.332;155.564;147.940;156.600;157.675;162.680;39.706
3967.42;89.780;156.805;150.595;157.000;158.425;165.421;39.652
3971.61;88.924;156.817;150.535;158.000;159.238;162.385;39.602
3975.82;89.564;157.798;151.335;160.150;159.787;164.151;39.503
3980.05;92.420;158.740;153.785;161.850;161.550;166.519;39.403
3984.31;91.816;161.240;151.775;162.075;165.375;166.695;39.497
3988.60;101.968;163.820;155.200;163.225;164.350;167.689;39.306
3992.90;103.303;162.880;157.010;164.350;164.075;169.212;38.697
3997.23;104.476;163.060;155.420;164.600;166.725;165.156;38.506
4001.58;105.968;165.340;157.735;165.700;167.375;;38.597
4005.93;107.495;166.540;158.495;167.850;167.400;;38.406
4010.31;109.068;166.880;160.465;165.950;170.650;;38.351
4012.41;110.303;167.960;163.490;163.406;171.325;;38.301
;111.768;169.380;161.480;;171.133;;38.203
;112.565;169.930;163.100;;;;38.103
;113.576;;165.050;;;;38.197
;115.141;;165.965;;;;38.006
;115.965;;165.505;;;;38.097
;116.465;;169.395;;;;38.003
;116.308;;169.310;;;;37.903
;117.587;;169.352;;;;37.803
;118.319;;;;;;37.703
;118.911;;;;;;37.603
;120.925;;;;;;37.503
;122.038;;;;;;37.451
;122.718;;;;;;37.402
;123.270;;;;;;37.303
;124.880;;;;;;37.203
;126.066;;;;;;37.055
;126.966;;;;;;36.905
;127.940;;;;;;36.997
;128.348;;;;;;36.806
;129.288;;;;;;36.703
;130.488;;;;;;36.409
;131.984;;;;;;36.206
;133.954;;;;;;36.006
;134.204;;;;;;35.709
;135.580;;;;;;35.215
;136.396;;;;;;35.103
;138.276;;;;;;34.615
;140.010;;;;;;34.309
;140.104;;;;;;34.106
;144.292;;;;;;33.712
;142.650;;;;;;33.312
;142.275;;;;;;32.621
;147.000;;;;;;32.115
;146.625;;;;;;31.615
;146.300;;;;;;31.115
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
